Product,Price,RAM,ROM,Display,Back_camera,Front_camera,Processor,Battery,Rating
"Samsung Galaxy M11 (Violet, 32 GB)","₹10,615",3 GB RAM , 32 GB ROM ,16.26 ,13MP + 5MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,5000 ,4.2
"Realme X2 Pro (Neptune Blue, 128 GB)","₹31,999",8 GB RAM , 128 GB ROM,16.51 ,64MP + 13MP + 8MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 855 Plus Processor,4000 ,4.5
"Realme X2 Pro (Red Brick, 256 GB)","₹36,999",12 GB RAM , 256 GB ROM,16.51 ,64MP + 13MP + 8MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 855 Plus Processor,4000 ,4.6
"Realme X2 Pro (Lunar White, 128 GB)","₹31,999",8 GB RAM , 128 GB ROM,16.51 ,64MP + 13MP + 8MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 855 Plus Processor,4000 ,4.5
"Panasonic P91 (Blue, 16 GB)","₹3,990",1 GB RAM , 16 GB ROM ,12.7 ,8MP Rear Camera , 5MP Front Camera,MT6737M Processor,2500 ,4
Itel It2171,₹849,32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 year,1000 ,4.1
"Redmi Note 9 Pro (Glacier White, 64 GB)","₹14,785",4 GB RAM , 64 GB ROM ,16.94 ,48MP + 8MP + 5MP + 2MP , 16MP Front Camera,Qualcomm® Snapdragon™ 720G Processor,5020 ,4.3
"Redmi Note 9 Pro (Aurora Blue, 64 GB)","₹15,369",4 GB RAM , 64 GB ROM ,16.94 ,48MP + 8MP + 5MP + 2MP , 16MP Front Camera,Qualcomm® Snapdragon™ 720G Processor,5020 ,4.3
Itel It 2190,"₹1,050",32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year,1000 ,4.1
Grabo VIDO,₹619,64 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty for Device,1000 ,3.7
"Panasonic Eluga Ray X (Champagne Gold, Gold, 32 GB)","₹5,990",3 GB RAM , 32 GB ROM ,13.97 ,13MP Rear Camera , 5MP Front Camera,Mediatek MT6737 Quad Core 1.3GHz Processor,4000 ,3.9
Intex Turbo 108,₹911,32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year,1050 ,3.9
"Honor 8C (Blue, 64 GB)","₹8,499",4 GB RAM , 64 GB ROM ,15.9 ,13MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 632 Processor,4000 ,4.3
"Honor 8C (Black, 32 GB)","₹8,499",4 GB RAM , 32 GB ROM,15.9 ,13MP + 2MP , 8MP Front Camera,1 Year Manufacturing Warranty,4000 ,4.3
"Honor 8C (Black, 64 GB)","₹8,499",4 GB RAM , 64 GB ROM ,15.9 ,13MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 632 Processor,4000 ,4.3
"Honor 8C (Blue, 32 GB)","₹8,499",4 GB RAM , 32 GB ROM,15.9 ,13MP + 2MP , 8MP Front Camera,1 Year Manufacturing Warranty,4000 ,4.3
"Samsung Galaxy M31s (Mirage Black, 128 GB)","₹21,928",6 GB RAM , 128 GB ROM,16.51 ,64MP Rear Camera,,1 YEAR,6000 ,4.3
"Yu Yureka Black (Chrome Black, 32 GB)","₹6,899",4 GB RAM , 32 GB ROM ,12.7 ,13MP Rear Camera , 8MP Front Camera,Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor,3000 ,4
BlackBear B5 Chrome,₹610,32 MB RAM , 32 MB ROM ,4.57 ,0.08MP Rear Camera,,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase,1000 ,3.6
BlackBear B5 Chrome,₹610,32 MB RAM , 32 MB ROM ,4.57 ,0.08MP Rear Camera,,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase,1000 ,3.6
I Kall K28 Combo of Two Mobiles,"₹1,199",32 MB RAM , 64 MB ROM,6.1 ,1500 mAh Battery,,,1 Year Manufacturer warranty,3.3
"Redmi K20 (Glacier Blue, 128 GB)","₹19,999",6 GB RAM , 128 GB ROM,16.23 ,48MP + 13MP + 8MP , 20MP Front Camera,Qualcomm Snapdragon 730 Processor,4000 ,4.5
"Honor 9i (Prestige Gold, 64 GB)","₹19,999",4 GB RAM , 64 GB ROM ,14.99 ,16MP + 2MP , 13MP + 2MP Dual Front Camera,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,3340 ,4.3
"Honor 9i (Aurora Blue, 64 GB)","₹19,999",4 GB RAM , 64 GB ROM ,14.99 ,16MP + 2MP , 13MP + 2MP Dual Front Camera,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,3340 ,4.3
"Honor 9i (Graphite Black, 64 GB)","₹19,999",4 GB RAM , 64 GB ROM ,14.99 ,16MP + 2MP , 13MP + 2MP Dual Front Camera,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,3340 ,4.3
Ismart IS-101 Ferrari,"₹1,249",32 MB RAM , 32 MB ROM ,4.5 ,0.3MP Rear Camera,,"Three Month warranty other than breakage. Customer need to send the product to nearest service center , in case, there is no service center nearby the product should be send to company back for repair.",1200 ,4.3
Ismart IS-101 Ferrari,"₹1,249",32 MB RAM , 32 MB ROM ,4.5 ,0.3MP Rear Camera,,"Three Month warranty other than breakage. Customer need to send the product to nearest service center , in case, there is no service center nearby the product should be send to company back for repair.",1200 ,4.3
Ismart IS-101 Ferrari,"₹1,249",32 MB RAM , 32 MB ROM ,4.5 ,0.3MP Rear Camera,,"Three Month warranty other than breakage. Customer need to send the product to nearest service center , in case, there is no service center nearby the product should be send to company back for repair.",1200 ,4.3
Kechaoda K-9,"₹1,140",64 MB RAM , 64 MB ROM,5.59 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,2000 ,3.9
Micromax X1i-2017,₹849,32 MB ROM , Expandable Upto 8 GB,6.1 ,0.8MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1300 ,3.8
Hicell C1 Tiger,₹599,32 MB RAM , 64 MB ROM ,4.57 ,1050 mAh Battery,,,1 Year Manufacturer Warranty,3.4
Hicell C1 Tiger,₹599,32 MB RAM , 64 MB ROM ,4.57 ,1050 mAh Battery,,,1 Year Manufacturer Warranty,3.4
Karbonn KX23,"₹1,175",32 MB RAM , 32 MB ROM,6.1 ,0.08MP Rear Camera,,1 Year Manufacturer Warranty,1900 ,4
Karbonn KX23,"₹1,199",32 MB RAM , 32 MB ROM,6.1 ,0.08MP Rear Camera,,1 Year Manufacturer Warranty,1900 ,4
I Kall K31 with Flash Light/K31 Mobile,₹599,32 MB RAM , 64 MB ROM ,4.57 ,0.3MP Rear Camera,,15 Month  Manufacturer Warranty,800 ,3.5
KXD M7,₹749,32 MB RAM , 32 MB ROM ,4.5 ,1.3MP Rear Camera,,Service BY KENXINDA Warranty,1000 ,3.3
"OPPO A11K (Deep Blue, 32 GB)","₹8,990",2 GB RAM , 32 GB ROM ,15.8 ,13MP + 2MP , 5MP Front Camera,MediaTek Helio P35 Octa Core Processor,4230 ,4.2
Gfive U873 Combo of Two,"₹1,399",32 MB RAM , 32 MB ROM,4.57 ,1.3MP Rear Camera,,Domestic Warranty,1000 ,3.7
Karbonn KX19,₹999,32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,12 months,1750 ,4.2
Kechaoda K33,₹985,32 MB RAM , 32 MB ROM,3.56 ,0.3MP Rear Camera,,1 Year Warranty,1000 ,4.1
Gfive U873 Combo of Two,"₹1,399",32 MB RAM , 32 MB ROM,4.57 ,1.3MP Rear Camera,,Domestic Warranty,1000 ,3.7
Good One Magic,"₹1,357",32 MB RAM , 32 MB ROM,4.32 ,2MP Rear Camera,,1 Year,1050 ,3.9
Karbonn K24 Plus Pro,"₹1,049",32 MB RAM , 32 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year for Mobile & 6 Months for Accessories,1800 ,3.8
Zen Power 101 X60,₹945,20 KB ROM , Expandable Upto 8 GB,4.57 ,1.3MP Rear Camera,,1 Year,2400 ,4
"Samsung Galaxy M21 (Midnight Blue, 128 GB)","₹16,990",6 GB RAM , 128 GB ROM ,16.26 ,48MP + 8MP + 5MP , 20MP Front Camera, Exynos 9611-Octa Core processor Processor,6000 ,4.3
Easyfone Udaan 2,"₹1,999",32 MB RAM , 32 MB ROM ,4.5 ,0.08MP Rear Camera,,1 Year for Device and 6 Months for In-box Accessories,800 ,4.6
"Apple iPhone 11 Pro (Gold, 512 GB)","₹1,09,999",,512 GB ROM,14.73 ,12MP + 12MP + 12MP , 12MP Front Camera,Brand Warranty for 1 Year,A13 Bionic Chip Processor,4.7
Karbonn K88 Dual Sim - Black & Red,"₹1,245",10 MB RAM , 1 MB ROM,6.1 ,1.3MP Rear Camera,,1 Year Manufacturer Warranty,1800 ,3.4
Snexian Rock,"₹1,240",32 MB RAM , 32 MB ROM,4.32 ,0.3MP Rear Camera,,1 Year Brand Warranty,800 ,3.9
"Apple iPhone 7 Plus (Black, 32 GB)","₹36,999",,32 GB ROM,13.97 ,12MP + 12MP , 7MP Front Camera,iOS 13 Compatible,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,4.5
I Kall K51,₹599,32 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer warranty,800 ,3.4
Hicell C1 Fox,₹599,32 MB RAM , 64 MB ROM ,4.57 ,1050 mAh Battery,,,1 Year Manufacturer Warranty,3.5
Itel It 2190,₹999,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera , 0MP Front Camera,1 Year Brand Warranty,1000 ,4.1
"Realme 6 Pro (Lightning Blue, 128 GB)","₹18,999",6 GB RAM , 128 GB ROM ,16.76 ,64MP + 12MP + 8MP + 2MP , 16MP + 8MP Dual Front Camera,Snapdragon 720G Processor,4300 ,4.4
"Realme X2 (Pearl White, 256 GB)","₹22,999",8 GB RAM , 256 GB ROM,16.26 ,64MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
Blackbear i7,"₹1,799",64 MB RAM , 64 MB ROM,6.1 ,1.8MP Rear Camera,,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase,1450 ,3.6
"Vivo Y19 (Spring White, 128 GB)","₹14,990",4 GB RAM , 128 GB ROM ,16.59 ,16MP + 8MP + 2MP , 16MP Front Camera,Helio P65 Processor,5000 ,4.4
Tork T13 Banana,₹849,32 MB RAM , 32 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty Against Manufacturing Defects,1000 ,3.9
Tork T13 Banana,₹799,32 MB RAM , 32 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty Against Manufacturing Defects,1000 ,3.9
Kechaoda K66 Plus,₹881,32 MB RAM , 32 MB ROM,3.66 ,0.3MP Rear Camera,,6 month,850 ,4
"Realme X2 (Pearl Green, 64 GB)","₹17,999",4 GB RAM , 64 GB ROM,16.26 ,64MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
Intex Turbo 108+,"₹1,099",44 MB RAM , 0 MB ROM,6.1 ,0.3MP Rear Camera,,1 YEAR,1300 ,
EcoTel E16,₹655,32 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Warranty,1000 ,3.7
Kechaoda A26,₹920,32 MB RAM , 32 MB ROM ,1.68 ,800 mAh Battery,,,1 Year Company Warranty,4.1
Kechaoda A26,₹920,32 MB RAM , 32 MB ROM ,1.68 ,800 mAh Battery,,,1 Year Company Warranty,4.1
JIVI JV 12M,₹639,,Expandable Upto 8 GB,4.57 ,1000 mAh Battery,,,1 Year Manufacturer Warranty,3.7
JIVI JV 12M,₹649,10 MB RAM , 32 MB ROM ,4.57 ,800 mAh Li-Ion Battery,,,1 Year Manufacturer Warranty,3.7
"Apple iPhone 11 Pro (Midnight Green, 512 GB)","₹1,09,999",,512 GB ROM,14.73 ,12MP + 12MP + 12MP , 12MP Front Camera,Brand Warranty for 1 Year,A13 Bionic Chip Processor,4.7
"Apple iPhone 11 Pro (Space Grey, 512 GB)","₹1,09,999",,512 GB ROM,14.73 ,12MP + 12MP + 12MP , 12MP Front Camera,Brand Warranty for 1 Year,A13 Bionic Chip Processor,4.7
Gfive U229,₹749,32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year,1000 ,3.7
"Vivo X50 Pro (Alpha Grey, 256 GB)","₹49,990",8 GB RAM , 256 GB ROM,16.66 ,48MP + 13MP + 8MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 765G Processor,4315 ,4.5
"OPPO A5 2020 (Mirror Black, 64 GB)","₹11,699",3 GB RAM , 64 GB ROM,16.51 ,12MP + 8MP + 2MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 665 Processor,5000 ,4.4
"OPPO A5 2020 (Dazzling White, 64 GB)","₹11,749",3 GB RAM , 64 GB ROM,16.51 ,12MP + 8MP + 2MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 665 Processor,5000 ,4.4
"Realme X (Polar White, 128 GB)","₹20,999",8 GB RAM , 128 GB ROM,16.59 ,48MP + 5MP , 16MP Front Camera,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,3765 ,4.5
"Nokia C3 (Sand, 16 GB)","₹7,499",2 GB RAM , 16 GB ROM ,15.21 ,8MP Rear Camera , 5MP Front Camera,SC9863A Octa Core Processor,3040 ,3.9
"Redmi Note 9 (Pebble Grey, 64 GB)","₹13,300",4 GB RAM , 64 GB ROM,16.59 ,48MP Rear Camera,,1 Year manufacturer Warranty,5020 ,4.4
Karbonn K-Phone 1,"₹1,320",,Expandable Upto 8 GB,6.1 ,1.3MP Rear Camera,,1 Year for Mobile & 6 Months for Accessories,1400 ,3.6
Karbonn K-Phone 1,"₹1,320",,Expandable Upto 8 GB,6.1 ,1.3MP Rear Camera,,1 Year for Mobile & 6 Months for Accessories,1400 ,3.6
"Samsung Galaxy A31 (Prism Crush White, 128 GB)","₹19,999",6 GB RAM , 128 GB ROM ,16.26 ,48MP + 8MP + 5MP + 5MP , 20MP Front Camera,MediaTek (MT6768) Octa Core Processor,5000 ,4.3
TYMES Y5000 Mobile Cum Powerbank,₹999,32 MB RAM , 64 MB ROM,4.5 ,1.3MP Rear Camera,,1 Year Warranty,5000 ,3.8
"Redmi 8A Dual (Sky White, 32 GB)","₹8,446",3 GB RAM , 32 GB ROM ,15.8 ,13MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 439 Processor,5000 ,4.2
"Samsung Galaxy A70s (Prism Crush Black, 128 GB)","₹25,999",8 GB RAM , 128 GB ROM ,17.02 ,64MP + 5MP + 8MP , 32MP Front Camera,Qualcomm SM6150 Processor,4500 ,4.4
"Redmi 9 (Carbon Black, 64 GB)","₹9,978",4 GB RAM , 64 GB ROM,16.59 ,13MP Rear Camera,,1 Year Manufacturer Warranty,5000 ,4.2
"Redmi Y2 (Dark Grey, 32 GB)","₹7,999",3 GB RAM , 32 GB ROM ,15.21 ,12MP + 5MP , 16MP Front Camera,Qualcomm Snapdragon 625 Processor,3080 ,4.5
Karbonn KX26i,₹949,32 MB RAM , 32 MB ROM,6.1 ,1450 mAh Battery,,,12 months,
"Redmi Note 9 Pro Max (Glacier White, 128 GB)","₹16,999",6 GB RAM , 128 GB ROM ,16.94 ,64MP + 8MP + 5MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 720G Processor,5020 ,4.4
"Vivo Y91i (Fusion Black, 16 GB)","₹7,999",2 GB RAM , 16 GB ROM ,15.8 ,13MP Rear Camera , 5MP Front Camera,MTK Helio P22 Processor,4030 ,4.3
"Redmi Y2 (Blue, 32 GB)","₹9,199",3 GB RAM , 32 GB ROM ,15.21 ,12MP + 5MP , 16MP Front Camera,Qualcomm Snapdragon 625 Processor,3080 ,4.5
"Redmi Y2 (Gold, 32 GB)","₹8,999",3 GB RAM , 32 GB ROM ,15.21 ,12MP + 5MP , 16MP Front Camera,Qualcomm Snapdragon 625 Processor,3080 ,4.5
"Redmi Y2 (Rose Gold, 32 GB)","₹8,999",3 GB RAM , 32 GB ROM ,15.21 ,12MP + 5MP , 16MP Front Camera,Qualcomm Snapdragon 625 Processor,3080 ,4.5
Gfive U106,₹699,32 MB RAM , 64 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer warranty.,950 ,3.7
"Samsung Galaxy Note 20 (Mystic Bronze, 256 GB)","₹77,999",8 GB RAM , 256 GB ROM,17.02 ,64MP + 12MP + 12MP , 10MP Front Camera,Exynos Octa Core Processor,4300 ,4.6
"OPPO A33 (Moonlight Black, 32 GB)","₹11,990",3 GB RAM , 32 GB ROM ,16.51 ,13MP + 2MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 460 Processor,5000 ,
"OPPO A33 (Mint Cream, 32 GB)","₹11,990",3 GB RAM , 32 GB ROM ,16.51 ,13MP + 2MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 460 Processor,5000 ,
"Honor 20 (Midnight Black, 128 GB)","₹22,999",6 GB RAM , 128 GB ROM,15.9 ,48MP + 2MP + 16MP , 32MP Front Camera,HiSilicon Kirin 980 Processor,3750 ,4.4
Samsung Guru FM Plus,"₹1,662",,3.81 cm (1.5 inch) QVGA Display,0MP Front Camera,800 mAh Battery,,1 Year Manufacturer Warranty,no Processor,4.2
"Coolpad Mega 5A (Black, 16 GB)","₹4,990",2 GB RAM , 16 GB ROM,13.84 ,8MP Rear Camera , 5MP Front Camera,12 Months Warranty,2500 ,3.7
Peace P3,₹528,56 MB RAM , 256 MB ROM,4.57 ,0.3MP Rear Camera,,1  Month Manufacturer Warranty,850 ,3.6
Kechaoda K9,"₹1,050",32 MB RAM , 64 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1700 ,4.1
"Redmi Y2 (Black, 32 GB)","₹8,900",3 GB RAM , 32 GB ROM ,15.21 ,12MP + 5MP , 16MP Front Camera,Qualcomm Snapdragon 625 Processor,3080 ,4.5
Chilli C08,₹899,,32 MB RAM,3.66 ,0.3MP Rear Camera,,1 Year Chilli Warranty,650 ,3.7
"OPPO Reno2 Z (Sky White, 256 GB)","₹26,999",8 GB RAM , 256 GB ROM ,16.51 ,48MP + 8MP + 2MP + 2MP , 16MP Front Camera,MediaTek Helio P90 Processor,4000 ,4.5
Micromax X1i-2017,₹835,32 MB ROM , Expandable Upto 8 GB,6.1 ,0.8MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1300 ,3.8
itel it5607,"₹1,199",32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 YEAR,2500 ,4
"Samsung Galaxy S20+ (Cosmic Black, 128 GB)","₹54,999",8 GB RAM , 128 GB ROM ,17.02 ,64 MP + 12 MP +12 MP + VGA Depth Camera , 10MP Front Camera,Exynos 990 Processor,4500 ,4.6
Karbonn K-Stylo,"₹1,071",12 MB RAM , 32 MB ROM,7.11 ,0.8MP Rear Camera,,1 Years Warranty,1750 ,3.9
BlackZone N1103,₹581,10 MB RAM , 10 MB ROM ,4.57 ,0.3MP Rear Camera,,12 Months Warranty,1000 ,3.2
"Apple iPhone 11 Pro (Silver, 512 GB)","₹1,09,999",,512 GB ROM,14.73 ,12MP + 12MP + 12MP , 12MP Front Camera,Brand Warranty for 1 Year,A13 Bionic Chip Processor,4.7
"Vivo S1 (Diamond Black, 128 GB)","₹16,990",4 GB RAM , 128 GB ROM ,16.21 ,16MP + 8MP + 2MP , 32MP Front Camera,Helio P65 (MT6768) Processor,4500 ,4.5
"OPPO A5 2020 (Mirror Black, 64 GB)","₹13,990",4 GB RAM , 64 GB ROM,16.51 ,12MP + 8MP + 2MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 665 Processor,5000 ,4.4
Karbonn K2 Boom Box,₹759,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Brand Warranty on Handset,1000 ,3.9
Kechaoda K50,₹998,32 MB RAM , 32 MB ROM,3.91 ,0.3MP + 0.3MP,,1 year,800 ,3.8
"Samsung Galaxy M40 (COCKTAIL ORANGE, 128 GB)","₹16,990",6 GB RAM , 128 GB ROM,16.0 ,32MP Rear Camera,,1 YEAR,3500 ,4.2
Micromax X419,₹980,32 MB RAM , 32 MB ROM,4.5 ,0.8MP Rear Camera,,1 Year Product and 6 Month Accessories,1750 ,3.9
Micromax X419,₹950,32 MB RAM , 32 MB ROM,4.5 ,0.8MP Rear Camera,,1 Year Product and 6 Month Accessories,1750 ,3.9
"iQOO 3 (5G) (Tornado Black, 256 GB)","₹44,990",12 GB RAM , 256 GB ROM,16.36 ,48MP + 13MP + 13MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 865 Processor,4440 ,4.4
"Mi 10 (Coral Green, 128 GB)","₹44,999",8 GB RAM , 128 GB ROM,16.94 ,108MP + 13MP + 2MP + 2MP , 20MP Front Camera,Qualcomm Snapdragon 865 Processor,4780 ,4.3
KXD M8,₹749,32 MB RAM , 32 MB ROM ,4.5 ,1.3MP Rear Camera,,Service BY KENXINDA Warranty,1000 ,3.8
Kechaoda K33,₹975,32 MB RAM , 32 MB ROM,3.56 ,0.3MP Rear Camera,,1 Year Warranty,1000 ,4.1
Kechaoda K33,₹975,32 MB RAM , 32 MB ROM,3.56 ,0.3MP Rear Camera,,1 Year Warranty,1000 ,4.1
Kechaoda K33,₹970,32 MB RAM , 32 MB ROM,3.56 ,0.3MP Rear Camera,,1 Year Warranty,1000 ,4.1
Karbonn K99 Rock,"₹1,079",32 MB RAM , 32 MB ROM,7.11 ,0.08MP Rear Camera,,1 Year Manufacturer Warranty,3000 ,3.8
Samsung Guru 1200,"₹1,100",,NA ROM,3.81 ,800 mAh Battery,,,1 Year for Mobile & 6 Months for Accessories,4.3
Nokia 3310 DS,"₹3,779",16 MB ROM , Expandable Upto 32 GB,6.1 ,2MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1200 ,3.8
Gfive ROCK,₹649,32 MB ROM , Expandable Upto 16 GB,4.57 ,0.3MP Rear Camera,,1 Year Manufacturing Warranty,1050 ,3.7
Gfive Rock,₹649,32 MB ROM , Expandable Upto 16 GB,4.57 ,0.3MP Rear Camera,,1 Year Manufacturing Warranty,1050 ,3.7
Kechaoda K60,"₹1,540",32 MB RAM , 32 MB ROM ,6.1 ,0.3MP Rear Camera , 0.3MP Front Camera,1 Year Manufacturer Warranty,3600 ,4
Micromax X382,₹968,32 MB RAM , 32 MB ROM,4.5 ,0.08MP Rear Camera,,1 Year Product and 6 Month Accessories,800 ,4.1
Karbonn K310n,₹729,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,800 ,3.8
Intex Turbo 108,"₹1,145",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year,1050 ,3.9
"Apple iPhone 7 Plus (Black, 32 GB)","₹36,999",,32 GB ROM,13.97 ,12MP + 12MP , 7MP Front Camera,iOS 13 Compatible,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,4.5
I Kall K3312 Combo,"₹1,199",32 MB RAM , 64 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1000 ,3.5
Ssky S1000 Neo,"₹1,399",32 MB RAM , 32 MB ROM,7.11 ,0.3MP Rear Camera,,121 Days Replacement Warranty and 1 Year Manufacturer Warranty,1200 ,3.7
"Honor 9N (Sapphire Blue, 128 GB)","₹19,999",4 GB RAM , 128 GB ROM ,14.83 ,13MP + 2MP , 16MP Front Camera,Kirin 659 Octa Core Processor,3000 ,4.3
"Honor 9N (Midnight Black, 64 GB)","₹15,999",4 GB RAM , 64 GB ROM ,14.83 ,13MP + 2MP , 16MP Front Camera,Kirin 659 Octa Core Processor,3000 ,4.3
"Honor 9N (Sapphire Blue, 32 GB)","₹7,999",3 GB RAM , 32 GB ROM ,14.83 ,13MP + 2MP , 16MP Front Camera,Kirin 659 Octa Core Processor,3000 ,4.4
JIVI X57i Selfie,₹899,0.032 MB RAM , Expandable Upto 8 GB,4.57 ,1.3MP Rear Camera , 0.3MP Front Camera,1 Year Manufacturer Warranty,800 ,3.8
"Redmi K20 Pro (Flame Red, 128 GB)","₹22,999",6 GB RAM , 128 GB ROM,16.23 ,48MP + 13MP + 8MP , 20MP Front Camera,Qualcomm Snapdragon 855 Processor,4000 ,4.5
"Samsung Galaxy Note10 Lite (Aura Black, 128 GB)","₹39,999",8 GB RAM , 128 GB ROM ,17.02 ,12MP + 12MP + 12MP , 32MP Front Camera,Exynos 9810 Processor,4500 ,4.4
"Samsung M01 core (Red, 16 GB)","₹5,234",1 GB RAM , 16 GB ROM ,13.46 ,8MP Rear Camera , 5MP Front Camera,MediaTek | MT6739WW quad core  Processor,3000 ,3.9
I Kall K34 New,₹649,32 MB RAM , 64 MB ROM ,4.57 ,0.3MP Rear Camera,,1 Year Manufacture Warranty,800 ,3.5
Kechaoda A 31,₹925,32 MB RAM , 32 MB ROM,3.66 ,0.3MP Rear Camera,,Company Warranty,800 ,4.2
Kechaoda A 31,₹925,32 MB RAM , 32 MB ROM,3.66 ,0.3MP Rear Camera,,Company Warranty,800 ,4.2
Kechaoda A 31,₹925,32 MB RAM , 32 MB ROM,3.66 ,0.3MP Rear Camera,,Company Warranty,800 ,4.2
"OPPO Reno3 Pro (Midnight Black, 128 GB)","₹25,990",8 GB RAM , 128 GB ROM ,16.26 ,64MP + 13MP + 8MP + 2MP , 44MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,4025 ,4.4
I Kall K23 New Mobile,₹649,64 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,15 Month Manufacturer Warranty,800 ,3.6
Zen M72 Max,"₹1,289",50 KB ROM , Expandable Upto 32 GB,6.1 ,1.3MP Rear Camera,,1 Year Manufacturer Warranty,2800 ,3.9
"Voto V9 (Blue, 32 GB)","₹6,220",3 GB RAM , 32 GB ROM,14.86 ,13MP + 2MP + 13MP,,1 Year warranty,3000 ,3.7
BlackZone N1103,₹600,10 MB RAM , 10 MB ROM ,4.57 ,0.3MP Rear Camera,,12 Months Warranty,1000 ,3.2
"Realme X2 (Pearl Blue, 128 GB)","₹20,999",8 GB RAM , 128 GB ROM,16.26 ,64MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
GreenBerry GB 312,₹709,256 MB RAM , 34.5 KB ROM,4.57 ,2MP Rear Camera,,1 Year for Mobile & 1 Months for Accessories,800 ,3.6
MU M370,₹879,32 MB RAM , 32 MB ROM,3.66 ,0.3MP Rear Camera,,1 year Warranty,700 ,4.3
"Redmi Note 9 Pro (Champagne Gold, 128 GB)","₹19,999",6 GB RAM , 128 GB ROM ,16.94 ,48MP + 8MP + 5MP + 2MP , 16MP Front Camera,Qualcomm® Snapdragon™ 720G Processor,5020 ,4.4
EcoTel E11,₹699,32 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Warranty,1000 ,3.3
"Realme X50 Pro (Moss Green, 128 GB)","₹41,999",8 GB RAM , 128 GB ROM,16.36 ,64MP + 12MP + 8MP + 2MP , 32MP + 8MP Dual Front Camera,5G Phone,4200 ,4.4
